Country_Code,Total_Points,Previous_Rank,Year
GHA,1381.45,52,2022
JAM,1378.62,57,2022
PAN,1375.56,63,2022
SVN,1375.42,65,2022
ALB,1374.98,66,2022
COD,1369.53,64,2022
MKD,1367.23,67,2022
RSA,1358.24,68,2022
UAE,1353.1,69,2022
SLV,1346.04,70,2022
BUL,1345.47,71,2022
MNE,1342.89,72,2022
CPV,1336.88,73,2022
IRQ,1325.44,75,2022
CHN,1313.81,74,2022
BOL,1308.12,77,2022
ISR,1306.7,78,2022
HON,1303.96,76,2022
OMA,1301.0,79,2022
CUW,1298.39,80,2022
GUI,1292.58,81,2022
GAB,1290.65,89,2022
BEN,1282.53,83,2022
UGA,1279.18,82,2022
UZB,1277.02,84,2022
GEO,1269.24,85,2022
HAI,1268.05,87,2022
ZAM,1264.64,88,2022
BHR,1263.61,91,2022
JOR,1259.84,90,2022
SYR,1251.22,86,2022
ARM,1242.24,92,2022
LUX,1236.45,93,2022
BLR,1233.43,94,2022
LBN,1228.97,95,2022
KGZ,1228.69,96,2022
CGO,1221.4,97,2022
VIE,1218.55,98,2022
EQG,1210.07,114,2022
PLE,1208.9,99,2022
TRI,1205.99,100,2022
MAD,1205.61,101,2022
KEN,1202.26,102,2022
IND,1182.75,104,2022
CYP,1178.65,105,2022
EST,1176.5,107,2022
SLE,1173.81,108,2022
PRK,1169.96,109,2022
KOS,1163.05,111,2022
NAM,1162.93,112,2022
NZL,1161.66,110,2022
THA,1160.14,115,2022
GNB,1158.62,106,2022
NIG,1158.39,113,2022
TJK,1152.56,116,2022
MTN,1152.52,103,2022
MOZ,1151.0,118,2022
LBY,1149.51,117,2022
MWI,1145.08,129,2022
KAZ,1140.71,119,2022
AZE,1139.02,120,2022
ZIM,1138.56,121,2022
GUA,1138.4,122,2022
FRO,1136.99,123,2022
GAM,1135.18,150,2022
TOG,1133.24,124,2022
ANG,1131.72,126,2022
ATG,1131.07,127,2022
PHI,1129.91,128,2022
CTA,1127.2,130,2022
COM,1126.2,132,2022
TAN,1118.76,131,2022
SDN,1118.31,125,2022
TKM,1117.6,133,2022
LVA,1100.03,134,2022
RWA,1097.16,135,2022
LTU,1091.77,136,2022
ETH,1081.24,137,2022
SKN,1077.76,138,2022
SUR,1077.57,139,2022
BDI,1075.82,140,2022
SOL,1072.78,141,2022
KUW,1065.56,142,2022
NCA,1062.21,143,2022
LBR,1058.28,144,2022
LES,1057.62,145,2022
SWZ,1054.14,146,2022
HKG,1053.39,147,2022
BOT,1051.59,148,2022
AFG,1049.77,149,2022
YEM,1046.26,151,2022
MYA,1044.56,152,2022
NCL,1035.12,153,2022
MAS,1034.53,154,2022
AND,1030.28,155,2022
DOM,1029.42,156,2022
MDV,1021.58,157,2022
TPE,1017.78,158,2022
TAH,1014.27,159,2022
IDN,1001.61,164,2022
SGP,1000.78,160,2022
FIJ,996.27,161,2022
BRB,995.94,162,2022
VAN,995.62,163,2022
PNG,990.55,165,2022
BER,982.43,166,2022
NEP,982.22,169,2022
SSD,977.81,167,2022
GRN,974.03,168,2022
BLZ,967.42,170,2022
CAM,966.61,171,2022
PUR,962.77,173,2022
VIN,960.71,174,2022
MLT,958.95,175,2022
GUY,958.87,176,2022
MRI,955.18,172,2022
LCA,953.45,177,2022
MSR,950.71,178,2022
CUB,948.96,179,2022
CHA,935.0,180,2022
MDA,926.85,181,2022
MAC,922.1,182,2022
DMA,916.72,183,2022
MNG,916.68,184,2022
BHU,910.96,185,2022
BAN,907.83,186,2022
LAO,904.6,187,2022
BRU,903.9,188,2022
STP,903.31,189,2022
ASA,900.27,190,2022
LIE,899.52,191,2022
DJI,896.62,192,2022
SAM,894.26,193,2022
SOM,873.71,194,2022
CAY,873.64,195,2022
SEY,870.63,197,2022
PAK,866.81,198,2022
TLS,865.47,196,2022
TGA,861.81,199,2022
ARU,859.97,200,2022
BAH,858.5,201,2022
ERI,855.56,202,2022
GIB,853.6,203,2022
SRI,842.93,204,2022
TCA,839.84,205,2022
GUM,838.33,206,2022
VIR,816.13,207,2022
VGB,812.94,208,2022
AIA,792.34,209,2022
SMR,780.33,210,2022
