,Year,date,home_team,away_team,home_score,away_score,home_ranking,away_ranking,rank_dif,goal_dif
2049,2013,2013-10-15,Paraguay,Colombia,1,2,,10,,-1
2050,2013,2013-10-15,Portugal,Luxembourg,3,0,8,,,3
2051,2013,2013-10-15,Scotland,Croatia,2,0,,6,,2
2052,2013,2013-10-15,Spain,Georgia,2,0,7,,,2
2053,2013,2013-10-15,Sweden,Germany,3,5,,1,,-2
2054,2013,2013-10-15,Switzerland,Slovenia,1,0,8,,,1
2055,2013,2013-10-15,Turkey,Netherlands,0,2,10,10,0,-2
2056,2013,2013-10-15,Uruguay,Argentina,3,2,8,5,3,1
2057,2013,2013-10-28,Jordan,Nigeria,1,0,,9,,1
2058,2013,2013-11-13,Jordan,Uruguay,0,5,,8,,-5
2059,2013,2013-11-13,Mexico,New Zealand,5,1,9,,,4
2060,2013,2013-11-14,Belgium,Colombia,0,2,1,10,-9,-2
2061,2013,2013-11-14,Egypt,Zambia,2,0,9,,,2
2062,2013,2013-11-15,Argentina,Ecuador,0,0,5,,,0
2063,2013,2013-11-15,Czech Republic,Canada,2,0,6,,,2
2064,2013,2013-11-15,Denmark,Norway,2,1,9,,,1
2065,2013,2013-11-15,England,Chile,0,2,4,10,-6,-2
2066,2013,2013-11-15,Iceland,Croatia,0,0,,6,,0
2067,2013,2013-11-15,Italy,Germany,1,1,6,1,5,0
2068,2013,2013-11-15,South Korea,Switzerland,2,1,,8,,1
2069,2013,2013-11-15,Poland,Slovakia,0,2,7,,,-2
2070,2013,2013-11-15,Portugal,Sweden,1,0,8,,,1
2071,2013,2013-11-15,Russia,Serbia,1,1,9,,,0
2072,2013,2013-11-15,Scotland,United States,0,0,,8,,0
2073,2013,2013-11-15,Turkey,Northern Ireland,1,0,10,,,1
2074,2013,2013-11-15,Ukraine,France,2,0,,3,,2
2075,2013,2013-11-16,Equatorial Guinea,Spain,1,2,,7,,-1
2076,2013,2013-11-16,Honduras,Brazil,0,5,,2,,-5
2077,2013,2013-11-16,Netherlands,Japan,2,2,10,,,0
2078,2013,2013-11-16,Nigeria,Ethiopia,2,0,9,,,2
2079,2013,2013-11-18,Argentina,Bosnia and Herzegovina,2,0,5,,,2
2080,2013,2013-11-18,Italy,Nigeria,2,2,6,9,-3,0
2081,2013,2013-11-19,Austria,United States,1,0,10,8,2,1
2082,2013,2013-11-19,Belgium,Japan,2,3,1,,,-1
2083,2013,2013-11-19,Brazil,Chile,2,1,2,10,-8,1
2084,2013,2013-11-19,Croatia,Iceland,2,0,6,,,2
2085,2013,2013-11-19,Egypt,Ghana,2,1,9,,,1
2086,2013,2013-11-19,England,Germany,0,1,4,1,3,-1
2087,2013,2013-11-19,France,Ukraine,3,0,3,,,3
2088,2013,2013-11-19,Netherlands,Colombia,0,0,10,10,0,0
2089,2013,2013-11-19,Poland,Republic of Ireland,0,0,7,,,0
2090,2013,2013-11-19,Russia,South Korea,2,1,9,,,1
2091,2013,2013-11-19,South Africa,Spain,1,0,,7,,1
2092,2013,2013-11-19,Sweden,Portugal,2,3,,8,,-1
2093,2013,2013-11-19,Turkey,Belarus,2,1,10,,,1
2094,2013,2013-11-20,New Zealand,Mexico,2,4,,9,,-2
2095,2013,2013-11-20,Uruguay,Jordan,0,0,8,,,0
2096,2014,2014-01-04,Nigeria,Ethiopia,2,1,9,,,1
2097,2014,2014-01-11,Mali,Nigeria,2,1,,9,,1
2098,2014,2014-01-15,Nigeria,Mozambique,4,2,9,,,2
2099,2014,2014-01-18,Norway,Poland,0,3,,7,,-3
2100,2014,2014-01-19,South Africa,Nigeria,1,3,,9,,-2
2101,2014,2014-01-20,Moldova,Poland,0,1,,7,,-1
2102,2014,2014-01-22,Chile,Costa Rica,4,0,10,,,4
2103,2014,2014-01-25,Morocco,Nigeria,3,4,,9,,-1
2104,2014,2014-01-29,Mexico,South Korea,4,0,9,,,4
2105,2014,2014-01-29,Nigeria,Ghana,0,0,9,,,0
2106,2014,2014-02-01,United States,South Korea,2,0,8,,,2
2107,2014,2014-02-01,Zimbabwe,Nigeria,0,1,,9,,-1
2108,2014,2014-03-05,Austria,Uruguay,1,1,10,8,2,0
2109,2014,2014-03-05,Belgium,Ivory Coast,2,2,1,,,0
2110,2014,2014-03-05,Bosnia and Herzegovina,Egypt,0,2,,9,,-2
2111,2014,2014-03-05,Colombia,Tunisia,1,1,10,,,0
2112,2014,2014-03-05,Czech Republic,Norway,2,2,6,,,0
2113,2014,2014-03-05,England,Denmark,1,0,4,9,-5,1
2114,2014,2014-03-05,France,Netherlands,2,0,3,10,-7,2
2115,2014,2014-03-05,Germany,Chile,1,0,1,10,-9,1
2116,2014,2014-03-05,Poland,Scotland,0,1,7,,,-1
2117,2014,2014-03-05,Portugal,Cameroon,5,1,8,,,4
2118,2014,2014-03-05,Romania,Argentina,0,0,,5,,0
2119,2014,2014-03-05,Russia,Armenia,2,0,9,,,2
2120,2014,2014-03-05,South Africa,Brazil,0,5,,2,,-5
2121,2014,2014-03-05,Spain,Italy,1,0,7,6,1,1
2122,2014,2014-03-05,Switzerland,Croatia,2,2,8,6,2,0
2123,2014,2014-03-05,Turkey,Sweden,2,1,10,,,1
2124,2014,2014-03-05,Ukraine,United States,2,0,,8,,2
2125,2014,2014-05-13,Germany,Poland,0,0,1,7,-6,0
2126,2014,2014-05-17,Netherlands,Ecuador,1,1,10,,,0
2127,2014,2014-05-21,Finland,Czech Republic,2,2,,6,,0
2128,2014,2014-05-21,Kosovo,Turkey,1,6,,10,,-5
2129,2014,2014-05-22,Hungary,Denmark,2,2,,9,,0
2130,2014,2014-05-25,Republic of Ireland,Turkey,1,2,,10,,-1
2131,2014,2014-05-26,Belgium,Luxembourg,5,1,1,,,4
2132,2014,2014-05-26,Russia,Slovakia,1,0,9,,,1
2133,2014,2014-05-27,France,Norway,4,0,3,,,4
2134,2014,2014-05-28,Denmark,Sweden,1,0,9,,,1
2135,2014,2014-05-28,Nigeria,Scotland,2,2,9,,,0
2136,2014,2014-05-30,Austria,Iceland,1,1,10,,,0
2137,2014,2014-05-30,England,Peru,3,0,4,,,3
2138,2014,2014-05-30,Spain,Bolivia,2,0,7,,,2
2139,2014,2014-05-30,Switzerland,Jamaica,1,0,8,,,1
2140,2014,2014-05-30,Uruguay,Northern Ireland,1,0,8,,,1
2141,2014,2014-05-31,Colombia,Senegal,2,2,10,,,0
2142,2014,2014-05-31,Croatia,Mali,2,1,6,,,1
2143,2014,2014-05-31,Italy,Republic of Ireland,0,0,6,,,0
2144,2014,2014-05-31,Mexico,Ecuador,3,1,9,,,2
2145,2014,2014-05-31,Netherlands,Ghana,1,0,10,,,1
2146,2014,2014-05-31,Norway,Russia,1,1,,9,,0
2147,2014,2014-05-31,Portugal,Greece,0,0,8,,,0
2148,2014,2014-06-01,France,Paraguay,1,1,3,,,0
2149,2014,2014-06-01,Germany,Cameroon,2,2,1,,,0
2150,2014,2014-06-01,Sweden,Belgium,0,2,,1,,-2
2151,2014,2014-06-01,United States,Turkey,2,1,8,10,-2,1
2152,2014,2014-06-03,Brazil,Panama,4,0,2,,,4
2153,2014,2014-06-03,Czech Republic,Austria,1,2,6,10,-4,-1
2154,2014,2014-06-03,Greece,Nigeria,0,0,,9,,0
2155,2014,2014-06-03,Mexico,Bosnia and Herzegovina,0,1,9,,,-1
2156,2014,2014-06-03,Switzerland,Peru,2,0,8,,,2
2157,2014,2014-06-04,Argentina,Trinidad and Tobago,3,0,5,,,3
2158,2014,2014-06-04,Ecuador,England,2,2,,4,,0
2159,2014,2014-06-04,Italy,Luxembourg,1,1,6,,,0
2160,2014,2014-06-04,Jamaica,Egypt,2,2,,9,,0
2161,2014,2014-06-04,Netherlands,Wales,2,0,10,,,2
2162,2014,2014-06-06,Brazil,Serbia,1,0,2,,,1
2163,2014,2014-06-06,Colombia,Jordan,3,0,10,,,3
2164,2014,2014-06-06,Croatia,Australia,1,0,6,,,1
2165,2014,2014-06-06,Germany,Armenia,6,1,1,,,5
2166,2014,2014-06-06,Mexico,Portugal,0,1,9,8,1,-1
2167,2014,2014-06-06,Poland,Lithuania,2,1,7,,,1
2168,2014,2014-06-06,Russia,Morocco,2,0,9,,,2
2169,2014,2014-06-07,Argentina,Slovenia,2,0,5,,,2
2170,2014,2014-06-07,Belgium,Tunisia,1,0,1,,,1
2171,2014,2014-06-07,El Salvador,Spain,0,2,,7,,-2
2172,2014,2014-06-07,Honduras,England,0,0,,4,,0
2173,2014,2014-06-07,United States,Nigeria,2,1,8,9,-1,1
2174,2014,2014-06-08,France,Jamaica,8,0,3,,,8
2175,2014,2014-06-10,Republic of Ireland,Portugal,1,5,,8,,-4
2176,2014,2014-06-12,Brazil,Croatia,3,1,2,6,-4,2
2177,2014,2014-06-13,Chile,Australia,3,1,10,,,2
2178,2014,2014-06-13,Mexico,Cameroon,1,0,9,,,1
2179,2014,2014-06-13,Spain,Netherlands,1,5,7,10,-3,-4
2180,2014,2014-06-14,Colombia,Greece,3,0,10,,,3
2181,2014,2014-06-14,England,Italy,1,2,4,6,-2,-1
2182,2014,2014-06-14,Uruguay,Costa Rica,1,3,8,,,-2
2183,2014,2014-06-15,Argentina,Bosnia and Herzegovina,2,1,5,,,1
2184,2014,2014-06-15,France,Honduras,3,0,3,,,3
2185,2014,2014-06-15,Switzerland,Ecuador,2,1,8,,,1
2186,2014,2014-06-16,Germany,Portugal,4,0,1,8,-7,4
2187,2014,2014-06-16,Ghana,United States,1,2,,8,,-1
2188,2014,2014-06-16,Iran,Nigeria,0,0,,9,,0
2189,2014,2014-06-17,Belgium,Algeria,2,1,1,,,1
2190,2014,2014-06-17,Brazil,Mexico,0,0,2,9,-7,0
2191,2014,2014-06-17,Russia,South Korea,1,1,9,,,0
2192,2014,2014-06-18,Australia,Netherlands,2,3,,10,,-1
2193,2014,2014-06-18,Cameroon,Croatia,0,4,,6,,-4
2194,2014,2014-06-18,Spain,Chile,0,2,7,10,-3,-2
2195,2014,2014-06-19,Colombia,Ivory Coast,2,1,10,,,1
2196,2014,2014-06-19,Uruguay,England,2,1,8,4,4,1
2197,2014,2014-06-20,Italy,Costa Rica,0,1,6,,,-1
2198,2014,2014-06-20,Switzerland,France,2,5,8,3,5,-3
2199,2014,2014-06-21,Argentina,Iran,1,0,5,,,1
2200,2014,2014-06-21,Germany,Ghana,2,2,1,,,0
2201,2014,2014-06-21,Nigeria,Bosnia and Herzegovina,1,0,9,,,1
2202,2014,2014-06-22,Belgium,Russia,1,0,1,9,-8,1
2203,2014,2014-06-22,United States,Portugal,2,2,8,8,0,0
2204,2014,2014-06-23,Australia,Spain,0,3,,7,,-3
2205,2014,2014-06-23,Brazil,Cameroon,4,1,2,,,3
2206,2014,2014-06-23,Croatia,Mexico,1,3,6,9,-3,-2
2207,2014,2014-06-23,Netherlands,Chile,2,0,10,10,0,2
2208,2014,2014-06-24,Costa Rica,England,0,0,,4,,0
2209,2014,2014-06-24,Italy,Uruguay,0,1,6,8,-2,-1
2210,2014,2014-06-24,Japan,Colombia,1,4,,10,,-3
2211,2014,2014-06-25,Ecuador,France,0,0,,3,,0
2212,2014,2014-06-25,Honduras,Switzerland,0,3,,8,,-3
2213,2014,2014-06-25,Nigeria,Argentina,2,3,9,5,4,-1
2214,2014,2014-06-26,Algeria,Russia,1,1,,9,,0
2215,2014,2014-06-26,South Korea,Belgium,0,1,,1,,-1
2216,2014,2014-06-26,Portugal,Ghana,2,1,8,,,1
2217,2014,2014-06-26,United States,Germany,0,1,8,1,7,-1
2218,2014,2014-06-28,Brazil,Chile,1,1,2,10,-8,0
2219,2014,2014-06-28,Colombia,Uruguay,2,0,10,8,2,2
2220,2014,2014-06-29,Netherlands,Mexico,2,1,10,9,1,1
2221,2014,2014-06-30,France,Nigeria,2,0,3,9,-6,2
2222,2014,2014-06-30,Germany,Algeria,2,1,1,,,1
2223,2014,2014-07-01,Argentina,Switzerland,1,0,5,8,-3,1
2224,2014,2014-07-01,Belgium,United States,2,1,1,8,-7,1
2225,2014,2014-07-04,Brazil,Colombia,2,1,2,10,-8,1
2226,2014,2014-07-04,France,Germany,0,1,3,1,2,-1
2227,2014,2014-07-05,Argentina,Belgium,1,0,5,1,4,1
2228,2014,2014-07-05,Netherlands,Costa Rica,0,0,10,,,0
2229,2014,2014-07-08,Brazil,Germany,1,7,2,1,1,-6
2230,2014,2014-07-09,Netherlands,Argentina,0,0,10,5,5,0
2231,2014,2014-07-12,Brazil,Netherlands,0,3,2,10,-8,-3
2232,2014,2014-07-13,Germany,Argentina,1,0,1,5,-4,1
2233,2014,2014-08-30,Egypt,Kenya,1,0,9,,,1
2234,2014,2014-09-03,Czech Republic,United States,0,1,6,8,-2,-1
2235,2014,2014-09-03,Denmark,Turkey,1,2,9,10,-1,-1
2236,2014,2014-09-03,England,Norway,1,0,4,,,1
2237,2014,2014-09-03,Germany,Argentina,2,4,1,5,-4,-2
2238,2014,2014-09-03,Russia,Azerbaijan,4,0,9,,,4
2239,2014,2014-09-04,Belgium,Australia,2,0,1,,,2
2240,2014,2014-09-04,Croatia,Cyprus,2,0,6,,,2
2241,2014,2014-09-04,France,Spain,1,0,3,7,-4,1
2242,2014,2014-09-04,Italy,Netherlands,2,0,6,10,-4,2
2243,2014,2014-09-05,Japan,Uruguay,0,2,,8,,-2
2244,2014,2014-09-05,Senegal,Egypt,2,0,,9,,2
2245,2014,2014-09-06,Mexico,Chile,0,0,9,10,-1,0
2246,2014,2014-09-06,Nigeria,Congo,2,3,9,,,-1
2247,2014,2014-09-07,Denmark,Armenia,2,1,9,,,1
2248,2014,2014-09-07,Germany,Scotland,2,1,1,,,1
2249,2014,2014-09-07,Gibraltar,Poland,0,7,,7,,-7
2250,2014,2014-09-07,Portugal,Albania,0,1,8,,,-1
2251,2014,2014-09-07,Serbia,France,1,1,,3,,0
2252,2014,2014-09-08,Austria,Sweden,1,1,10,,,0
2253,2014,2014-09-08,South Korea,Uruguay,0,1,,8,,-1
2254,2014,2014-09-08,Russia,Liechtenstein,4,0,9,,,4
2255,2014,2014-09-08,Spain,North Macedonia,5,1,7,,,4
2256,2014,2014-09-08,Switzerland,England,0,2,8,4,4,-2
2257,2014,2014-09-09,Croatia,Malta,2,0,6,,,2
2258,2014,2014-09-09,Czech Republic,Netherlands,2,1,6,10,-4,1
2259,2014,2014-09-09,Haiti,Chile,0,1,,10,,-1
2260,2014,2014-09-09,Iceland,Turkey,3,0,,10,,3
2261,2014,2014-09-09,Mexico,Bolivia,1,0,9,,,1
2262,2014,2014-09-09,Norway,Italy,0,2,,6,,-2
2263,2014,2014-09-10,Egypt,Tunisia,0,1,9,,,-1
2264,2014,2014-09-10,South Africa,Nigeria,0,0,,9,,0
2265,2014,2014-10-09,England,San Marino,5,0,4,,,5
2266,2014,2014-10-09,Moldova,Austria,1,2,,10,,-1
2267,2014,2014-10-09,Slovakia,Spain,2,1,,7,,1
2268,2014,2014-10-09,Slovenia,Switzerland,1,0,,8,,1
2269,2014,2014-10-09,Sweden,Russia,1,1,,9,,0
2270,2014,2014-10-10,Belgium,Andorra,6,0,1,,,6
2271,2014,2014-10-10,Botswana,Egypt,0,2,,9,,-2
2272,2014,2014-10-10,Bulgaria,Croatia,0,1,,6,,-1
2273,2014,2014-10-10,Italy,Azerbaijan,2,1,6,,,1
2274,2014,2014-10-10,Netherlands,Kazakhstan,3,1,10,,,2
2275,2014,2014-10-10,Saudi Arabia,Uruguay,1,1,,8,,0
2276,2014,2014-10-10,Turkey,Czech Republic,1,2,10,6,4,-1
2277,2014,2014-10-11,Albania,Denmark,1,1,,9,,0
2278,2014,2014-10-11,Argentina,Brazil,0,2,5,2,3,-2
2279,2014,2014-10-11,France,Portugal,2,1,3,8,-5,1
2280,2014,2014-10-11,Poland,Germany,2,0,7,1,6,2
2281,2014,2014-10-11,Sudan,Nigeria,1,0,,9,,1
2282,2014,2014-10-12,Austria,Montenegro,1,0,10,,,1
2283,2014,2014-10-12,Estonia,England,0,1,,4,,-1
2284,2014,2014-10-12,Luxembourg,Spain,0,4,,7,,-4
2285,2014,2014-10-12,Mexico,Panama,1,0,9,,,1
2286,2014,2014-10-12,Russia,Moldova,1,1,9,,,0
2287,2014,2014-10-13,Bosnia and Herzegovina,Belgium,1,1,,1,,0
2288,2014,2014-10-13,Croatia,Azerbaijan,6,0,6,,,6
2289,2014,2014-10-13,Iceland,Netherlands,2,0,,10,,2
2290,2014,2014-10-13,Kazakhstan,Czech Republic,2,4,,6,,-2
2291,2014,2014-10-13,Latvia,Turkey,1,1,,10,,0
2292,2014,2014-10-13,Malta,Italy,0,1,,6,,-1
2293,2014,2014-10-13,Oman,Uruguay,0,3,,8,,-3
2294,2014,2014-10-14,Armenia,France,0,3,,3,,-3
2295,2014,2014-10-14,Denmark,Portugal,0,1,9,8,1,-1
2296,2014,2014-10-14,Germany,Republic of Ireland,1,1,1,,,0
2297,2014,2014-10-14,Hong Kong,Argentina,0,7,,5,,-7
2298,2014,2014-10-14,Japan,Brazil,0,4,,2,,-4
2299,2014,2014-10-14,Poland,Scotland,2,2,7,,,0
2300,2014,2014-10-14,San Marino,Switzerland,0,4,,8,,-4
2301,2014,2014-10-14,United States,Honduras,1,1,8,,,0
2302,2014,2014-10-15,Egypt,Botswana,2,0,9,,,2
2303,2014,2014-10-15,Nigeria,Sudan,3,1,9,,,2
2304,2014,2014-11-12,Argentina,Croatia,2,1,5,6,-1,1
2305,2014,2014-11-12,Belgium,Iceland,3,1,1,,,2
2306,2014,2014-11-12,Netherlands,Mexico,2,3,10,9,1,-1
2307,2014,2014-11-12,Turkey,Brazil,0,4,10,2,8,-4
2308,2014,2014-11-13,Uruguay,Costa Rica,3,3,8,,,0
2309,2014,2014-11-14,France,Albania,1,1,3,,,0
2310,2014,2014-11-14,Georgia,Poland,0,4,,7,,-4
2311,2014,2014-11-14,Germany,Gibraltar,4,0,1,,,4
2312,2014,2014-11-14,Portugal,Armenia,1,0,8,,,1
2313,2014,2014-11-14,Serbia,Denmark,1,3,,9,,-2
2314,2014,2014-11-14,United States,Colombia,1,2,8,10,-2,-1
2315,2014,2014-11-15,Austria,Russia,1,0,10,9,1,1
2316,2014,2014-11-15,Congo,Nigeria,0,2,,9,,-2
2317,2014,2014-11-15,Egypt,Senegal,0,1,9,,,-1
2318,2014,2014-11-15,England,Slovenia,3,1,4,,,2
2319,2014,2014-11-15,Spain,Belarus,3,0,7,,,3
2320,2014,2014-11-15,Switzerland,Lithuania,4,0,8,,,4
2321,2014,2014-11-16,Belgium,Wales,0,0,1,,,0
2322,2014,2014-11-16,Czech Republic,Iceland,2,1,6,,,1
2323,2014,2014-11-16,Italy,Croatia,1,1,6,6,0,0
2324,2014,2014-11-16,Netherlands,Latvia,6,0,10,,,6
2325,2014,2014-11-16,Turkey,Kazakhstan,3,1,10,,,2
2326,2014,2014-11-18,Austria,Brazil,1,2,10,2,8,-1
2327,2014,2014-11-18,Belarus,Mexico,3,2,,9,,1
2328,2014,2014-11-18,Chile,Uruguay,1,2,10,8,2,-1
2329,2014,2014-11-18,France,Sweden,1,0,3,,,1
2330,2014,2014-11-18,Hungary,Russia,1,2,,9,,-1
2331,2014,2014-11-18,Republic of Ireland,United States,4,1,,8,,3
2332,2014,2014-11-18,Italy,Albania,1,0,6,,,1
2333,2014,2014-11-18,Portugal,Argentina,1,0,8,5,3,1
2334,2014,2014-11-18,Romania,Denmark,2,0,,9,,2
2335,2014,2014-11-18,Scotland,England,1,3,,4,,-2
2336,2014,2014-11-18,Slovenia,Colombia,0,1,,10,,-1
2337,2014,2014-11-18,Spain,Germany,0,1,7,1,6,-1
2338,2014,2014-11-19,Nigeria,South Africa,2,2,9,,,0
2339,2014,2014-11-19,Tunisia,Egypt,2,1,,9,,1
2340,2015,2015-01-11,Nigeria,Ivory Coast,0,1,9,,,-1
2341,2015,2015-01-17,Yemen,Nigeria,0,2,,9,,-2
2342,2015,2015-01-28,Chile,United States,3,2,10,8,2,1
2343,2015,2015-02-08,United States,Panama,2,0,8,,,2
2344,2015,2015-03-25,Denmark,United States,3,2,9,8,1,1
2345,2015,2015-03-25,Germany,Australia,2,2,1,,,0
2346,2015,2015-03-25,Nigeria,Uganda,0,1,9,,,-1
2347,2015,2015-03-26,Bahrain,Colombia,0,6,,10,,-6
2348,2015,2015-03-26,Chile,Iran,0,2,10,,,-2
2349,2015,2015-03-26,Egypt,Equatorial Guinea,2,0,9,,,2
2350,2015,2015-03-26,France,Brazil,1,3,3,2,1,-2
2351,2015,2015-03-27,England,Lithuania,4,0,4,,,4
2352,2015,2015-03-27,Liechtenstein,Austria,0,5,,10,,-5
2353,2015,2015-03-27,Spain,Ukraine,1,0,7,,,1
2354,2015,2015-03-27,Switzerland,Estonia,3,0,8,,,3
2355,2015,2015-03-28,Belgium,Cyprus,5,0,1,,,5
2356,2015,2015-03-28,Bulgaria,Italy,2,2,,6,,0
2357,2015,2015-03-28,Croatia,Norway,5,1,6,,,4
2358,2015,2015-03-28,Czech Republic,Latvia,1,1,6,,,0
2359,2015,2015-03-28,Morocco,Uruguay,0,1,,8,,-1
2360,2015,2015-03-28,Netherlands,Turkey,1,1,10,10,0,0
2361,2015,2015-03-29,Brazil,Chile,1,0,2,10,-8,1
2362,2015,2015-03-29,France,Denmark,2,0,3,9,-6,2
2363,2015,2015-03-29,Georgia,Germany,0,2,,1,,-2
2364,2015,2015-03-29,Republic of Ireland,Poland,1,1,,7,,0
2365,2015,2015-03-29,Portugal,Serbia,2,1,8,,,1
2366,2015,2015-03-29,South Africa,Nigeria,1,1,,9,,0
2367,2015,2015-03-30,Kuwait,Colombia,1,3,,10,,-2
2368,2015,2015-03-31,Austria,Bosnia and Herzegovina,1,1,10,,,0
2369,2015,2015-03-31,Israel,Belgium,0,1,,1,,-1
2370,2015,2015-03-31,Italy,England,1,1,6,4,2,0
2371,2015,2015-03-31,Luxembourg,Turkey,1,2,,10,,-1
2372,2015,2015-03-31,Netherlands,Spain,2,0,10,7,3,2
2373,2015,2015-03-31,Portugal,Cape Verde,0,2,8,,,-2
2374,2015,2015-03-31,Russia,Kazakhstan,0,0,9,,,0
2375,2015,2015-03-31,Slovakia,Czech Republic,1,0,,6,,1
2376,2015,2015-03-31,Switzerland,United States,1,1,8,8,0,0
2377,2015,2015-04-15,United States,Mexico,2,0,8,9,-1,2
2378,2015,2015-05-30,Mexico,Guatemala,3,0,9,,,3
2379,2015,2015-06-05,Netherlands,United States,3,4,10,8,2,-1
2380,2015,2015-06-06,Colombia,Costa Rica,1,0,10,,,1
2381,2015,2015-06-06,Uruguay,Guatemala,5,1,8,,,4
2382,2015,2015-06-07,Brazil,Mexico,2,0,2,9,-7,2
2383,2015,2015-06-07,Croatia,Gibraltar,4,0,6,,,4
2384,2015,2015-06-07,France,Belgium,3,4,3,1,2,-1
2385,2015,2015-06-07,Republic of Ireland,England,0,0,,4,,0
2386,2015,2015-06-07,Russia,Belarus,4,2,9,,,2
2387,2015,2015-06-08,Denmark,Montenegro,2,1,9,,,1
2388,2015,2015-06-08,Egypt,Malawi,2,1,9,,,1
2389,2015,2015-06-08,Turkey,Bulgaria,4,0,10,,,4
2390,2015,2015-06-10,Brazil,Honduras,1,0,2,,,1
2391,2015,2015-06-10,Germany,United States,1,2,1,8,-7,-1
2392,2015,2015-06-10,Switzerland,Liechtenstein,3,0,8,,,3
2393,2015,2015-06-11,Chile,Ecuador,2,0,10,,,2
2394,2015,2015-06-11,Spain,Costa Rica,2,1,7,,,1
2395,2015,2015-06-12,Croatia,Italy,1,1,6,6,0,0
2396,2015,2015-06-12,Iceland,Czech Republic,2,1,,6,,1
2397,2015,2015-06-12,Kazakhstan,Turkey,0,1,,10,,-1
2398,2015,2015-06-12,Latvia,Netherlands,0,2,,10,,-2
2399,2015,2015-06-12,Mexico,Bolivia,0,0,9,,,0
2400,2015,2015-06-12,Wales,Belgium,1,0,,1,,1
2401,2015,2015-06-13,Albania,France,1,0,,3,,1
2402,2015,2015-06-13,Argentina,Paraguay,2,2,5,,,0
2403,2015,2015-06-13,Armenia,Portugal,2,3,,8,,-1
2404,2015,2015-06-13,Denmark,Serbia,2,0,9,,,2
2405,2015,2015-06-13,Gibraltar,Germany,0,7,,1,,-7
2406,2015,2015-06-13,Nigeria,Chad,2,0,9,,,2
2407,2015,2015-06-13,Poland,Georgia,4,0,7,,,4
2408,2015,2015-06-13,Uruguay,Jamaica,1,0,8,,,1
2409,2015,2015-06-14,Belarus,Spain,0,1,,7,,-1
2410,2015,2015-06-14,Brazil,Peru,2,1,2,,,1
2411,2015,2015-06-14,Colombia,Venezuela,0,1,10,,,-1
2412,2015,2015-06-14,Egypt,Tanzania,3,0,9,,,3
2413,2015,2015-06-14,Lithuania,Switzerland,1,2,,8,,-1
2414,2015,2015-06-14,Russia,Austria,0,1,9,10,-1,-1
2415,2015,2015-06-14,Slovenia,England,2,3,,4,,-1
2416,2015,2015-06-15,Chile,Mexico,3,3,10,9,1,0
2417,2015,2015-06-16,Argentina,Uruguay,1,0,5,8,-3,1
2418,2015,2015-06-16,Italy,Portugal,0,1,6,8,-2,-1
2419,2015,2015-06-16,Poland,Greece,0,0,7,,,0
2420,2015,2015-06-17,Brazil,Colombia,0,1,2,10,-8,-1
2421,2015,2015-06-19,Chile,Bolivia,5,0,10,,,5
2422,2015,2015-06-19,Mexico,Ecuador,1,2,9,,,-1
2423,2015,2015-06-20,Argentina,Jamaica,1,0,5,,,1
2424,2015,2015-06-20,Uruguay,Paraguay,1,1,8,,,0
2425,2015,2015-06-21,Brazil,Venezuela,2,1,2,,,1
2426,2015,2015-06-21,Colombia,Peru,0,0,10,,,0
2427,2015,2015-06-24,Chile,Uruguay,1,0,10,8,2,1
2428,2015,2015-06-26,Argentina,Colombia,0,0,5,10,-5,0
2429,2015,2015-06-27,Brazil,Paraguay,1,1,2,,,0
2430,2015,2015-06-27,Mexico,Costa Rica,2,2,9,,,0
2431,2015,2015-06-29,Chile,Peru,2,1,10,,,1
2432,2015,2015-06-30,Argentina,Paraguay,6,1,5,,,5
2433,2015,2015-07-01,Honduras,Mexico,0,0,,9,,0
2434,2015,2015-07-04,Chile,Argentina,0,0,10,5,5,0
2435,2015,2015-07-07,United States,Honduras,2,1,8,,,1
2436,2015,2015-07-09,Mexico,Cuba,6,0,9,,,6
2437,2015,2015-07-10,United States,Haiti,1,0,8,,,1
2438,2015,2015-07-12,Guatemala,Mexico,0,0,,9,,0
2439,2015,2015-07-13,United States,Panama,1,1,8,,,0
2440,2015,2015-07-15,Trinidad and Tobago,Mexico,4,4,,9,,0
2441,2015,2015-07-18,United States,Cuba,6,0,8,,,6
2442,2015,2015-07-19,Mexico,Costa Rica,1,0,9,,,1
2443,2015,2015-07-22,Panama,Mexico,1,2,,9,,-1
2444,2015,2015-07-22,United States,Jamaica,1,2,8,,,-1
2445,2015,2015-07-25,United States,Panama,1,1,8,,,0
2446,2015,2015-07-26,Jamaica,Mexico,1,3,,9,,-2
2447,2015,2015-09-03,Azerbaijan,Croatia,0,0,,6,,0
2448,2015,2015-09-03,Belgium,Bosnia and Herzegovina,3,1,1,,,2
2449,2015,2015-09-03,Czech Republic,Kazakhstan,2,1,6,,,1
2450,2015,2015-09-03,Italy,Malta,1,0,6,,,1
2451,2015,2015-09-03,Netherlands,Iceland,0,1,10,,,-1
2452,2015,2015-09-03,Turkey,Latvia,1,1,10,,,0
2453,2015,2015-09-04,Denmark,Albania,0,0,9,,,0
2454,2015,2015-09-04,Germany,Poland,3,1,1,7,-6,2
2455,2015,2015-09-04,Portugal,France,0,1,8,3,5,-1
2456,2015,2015-09-05,Austria,Moldova,1,0,10,,,1
2457,2015,2015-09-05,Chile,Paraguay,3,2,10,,,1
2458,2015,2015-09-05,Costa Rica,Brazil,0,1,,2,,-1
