date,home_team,away_team,result,home_team_odd,Draw_odd,away_team_odd,home_score,away_score,goal_dif,ovr_home,att_home,mid_home,defe_home,ovr_away,att_away,mid_away,defe_away,Previous_Rank_home,Total_Points_home,Country_Code_home,Previous_Rank_away,Total_Points_away,Country_Code_away,odd_dif,ovr_dif,att_dif,mid_dif,defe_dif,rank_dif,Elo_ranking_home,Elo_rating_home,total_game_home,total_wins_home,total_draw_home,total_lose_home,goal_for_home,goal_against_home,Elo_ranking_away,Elo_rating_away,total_game_away,total_wins_away,total_draw_away,total_lose_away,goal_for_away,goal_against_away,points_dif,win_rate_home,draw_rate_home,lose_rate_home,goal_balance_home,win_rate_away,draw_rate_away,lose_rate_away,goal_balance_away,Elo_ranking_dif,Elo_rating_dif,win_rate_dif,draw_rate_dif,lose_rate_dif,goal_balance_dif,goal_for_dif,goal_against_dif
2010,Argentina,Mexico,win,1.6,3.69,6.09,3,1,2,82.53,84.74,81.05,79.47,76.94,77.28,76.17,75.0,8.0,1082.0,ARG,17.0,947.0,MEX,-4.49,5.590000000000003,7.459999999999994,4.8799999999999955,4.469999999999999,-9.0,5,1992,905,480,221,204,1701,983,11,1846,755,381,175,199,1383,803,135.0,53.03867403314917,24.41988950276243,22.5414364640884,0.7933701657458564,50.46357615894039,23.178807947019866,26.35761589403974,0.7682119205298014,-6,146,2.5750978742087796,2.5750978742087796,2.5750978742087796,0.02515824521605503,0.02515824521605503,0.02515824521605503
2006,Argentina,Mexico,win,1.37,4.08,9.39,2,1,1,82.53,84.74,81.05,79.47,76.94,77.28,76.17,75.0,4.0,772.0,ARG,5.0,767.0,MEX,-8.02,5.590000000000003,7.459999999999994,4.8799999999999955,4.469999999999999,-1.0,5,1979,851,445,213,193,1605,934,19,1817,676,337,162,177,1241,726,5.0,52.29142185663925,25.02937720329025,22.679200940070505,0.7884841363102233,49.85207100591716,23.964497041420117,26.183431952662723,0.7618343195266272,-14,162,2.439350850722093,2.439350850722093,2.439350850722093,0.026649816783596125,0.026649816783596125,0.026649816783596125
2010,Argentina,Nigeria,win,1.4,4.38,8.63,1,0,1,82.53,84.74,81.05,79.47,77.5,78.5,71.5,75.0,8.0,1082.0,ARG,22.0,956.0,NGA,-7.23,5.030000000000001,6.239999999999995,9.549999999999997,4.469999999999999,-14.0,5,1992,905,480,221,204,1701,983,50,1653,524,239,146,139,779,552,126.0,53.03867403314917,24.41988950276243,22.5414364640884,0.7933701657458564,45.61068702290076,27.86259541984733,26.52671755725191,0.43320610687022904,-45,339,7.427987010248408,7.427987010248408,7.427987010248408,0.36016405887562736,0.36016405887562736,0.36016405887562736
2010,Argentina,South Korea,win,1.5,3.85,7.55,4,1,3,82.53,84.74,81.05,79.47,71.5,71.9,70.2,68.8,8.0,1082.0,ARG,52.0,634.0,KOR,-6.05,11.030000000000001,12.83999999999999,10.849999999999994,10.670000000000002,-44.0,5,1992,905,480,221,204,1701,983,30,1741,840,460,210,170,1557,755,448.0,53.03867403314917,24.41988950276243,22.5414364640884,0.7933701657458564,54.761904761904766,25.0,20.238095238095237,0.9547619047619048,-25,251,-1.7232307287555955,-1.7232307287555955,-1.7232307287555955,-0.16139173901604842,-0.16139173901604842,-0.16139173901604842
2014,Argentina,Switzerland,win,1.56,4.17,6.28,1,0,1,82.53,84.74,81.05,79.47,76.94,74.88,75.81,76.44,3.0,1251.0,ARG,8.0,1113.0,SUI,-4.720000000000001,5.590000000000003,9.86,5.239999999999995,3.030000000000001,-5.0,2,2050,964,514,237,213,1814,1037,21,1792,763,256,165,342,1100,1340,138.0,53.3195020746888,24.5850622406639,22.095435684647303,0.8060165975103735,33.551769331585845,21.62516382699869,44.82306684141547,-0.3145478374836173,-19,258,19.767732743102954,19.767732743102954,19.767732743102954,1.1205644349939907,1.1205644349939907,1.1205644349939907
2006,Australia,Japan,win,2.5,3.15,2.8,3,1,2,72.17,71.56,71.11,69.28,76.0,75.0,77.0,76.0,48.0,610.0,AUS,15.0,714.0,JPN,-0.2999999999999998,-3.8299999999999983,-3.4399999999999977,-5.890000000000001,-6.719999999999999,33.0,30,1763,411,211,83,117,898,484,40,1729,550,241,111,198,924,730,-104.0,51.338199513382,20.194647201946474,28.467153284671532,1.0072992700729928,43.81818181818182,20.18181818181818,36.0,0.3527272727272727,-10,34,7.520017695200181,7.520017695200181,7.520017695200181,0.65457199734572,0.65457199734572,0.65457199734572
2014,Australia,Netherlands,lose,13.23,6.55,1.23,2,3,-1,72.17,71.56,71.11,69.28,81.0,81.47,80.29,78.88,58.0,571.0,AUS,9.0,1106.0,NED,12.0,-8.829999999999998,-9.909999999999997,-9.180000000000007,-9.599999999999994,49.0,49,1653,512,259,106,147,1054,592,4,2030,770,390,168,212,1599,1004,-535.0,50.5859375,20.703125,28.7109375,0.90234375,50.649350649350644,21.818181818181817,27.532467532467532,0.7727272727272727,45,-377,-0.06341314935064446,-0.06341314935064446,-0.06341314935064446,0.1296164772727273,0.1296164772727273,0.1296164772727273
2018,Australia,Peru,lose,2.91,3.51,2.49,0,2,-2,72.17,71.56,71.11,69.28,71.6,73.1,70.7,69.5,38.0,763.0,AUS,11.0,1128.0,PER,0.41999999999999993,0.5700000000000074,-1.539999999999992,0.4099999999999966,-0.21999999999999886,27.0,35,1735,560,284,119,157,1150,639,16,1855,628,204,155,269,790,895,-365.0,50.71428571428571,21.25,28.035714285714285,0.9125,32.48407643312102,24.681528662420384,42.8343949044586,-0.16719745222929935,19,-120,18.23020928116469,18.23020928116469,18.23020928116469,1.0796974522292992,1.0796974522292992,1.0796974522292992
2010,Australia,Serbia,win,4.25,3.55,1.85,2,1,1,72.17,71.56,71.11,69.28,77.67,78.67,77.33,74.33,21.0,857.0,AUS,19.0,916.0,SRB,2.4,-5.5,-7.109999999999999,-6.219999999999999,-5.049999999999997,2.0,22,1776,459,235,95,129,957,525,27,1743,698,332,149,217,1377,991,-59.0,51.19825708061002,20.697167755991288,28.104575163398692,0.9411764705882353,47.56446991404012,21.346704871060172,31.088825214899714,0.5530085959885387,-5,33,3.6337871665699026,3.6337871665699026,3.6337871665699026,0.3881678745996966,0.3881678745996966,0.3881678745996966
2014,Australia,Spain,lose,7.57,5.22,1.39,0,3,-3,72.17,71.56,71.11,69.28,84.61,83.06,84.44,82.83,58.0,571.0,AUS,1.0,1507.0,ESP,6.180000000000001,-12.439999999999998,-11.5,-13.329999999999998,-13.549999999999997,57.0,49,1653,512,259,106,147,1054,592,8,1954,644,373,146,125,1266,594,-936.0,50.5859375,20.703125,28.7109375,0.90234375,57.919254658385086,22.67080745341615,19.40993788819876,1.0434782608695652,41,-301,-7.333317158385086,-7.333317158385086,-7.333317158385086,-0.1411345108695652,-0.1411345108695652,-0.1411345108695652
