Elo_ranking,Country_simp,Elo_rating,avg_rank,avg_rating,total_game,total_wins,total_lose,total_draw,goal_for,goal_against,year
183,St Vincent/Gren,1064,105,1339,323,114,134,75,495,586,2022
184,Saint Lucia,1049,124,1243,226,73,116,37,314,424,2022
185,Barbados,1007,118,1249,344,108,147,89,430,547,2022
186,Somaliland,1002,189,1000,2,1,0,1,4,3,2022
187,Western Sahara,996,190,996,1,0,1,0,0,6,2022
188,Dominica,991,128,1206,219,53,119,47,258,436,2022
189,Liechtenstein,978,164,1130,225,17,180,28,95,637,2022
190,Bonaire,974,147,1043,84,20,54,10,96,214,2022
191,Montserrat,965,189,626,56,13,36,7,61,197,2022
192,Greenland,963,184,977,20,5,14,1,33,42,2022
193,Aruba,959,121,1208,184,44,99,41,262,424,2022
194,Mauritius,951,103,1349,315,89,155,71,407,513,2022
195,Nepal,933,190,886,268,62,159,47,231,625,2022
196,Myanmar,928,130,1244,504,204,209,91,830,859,2022
197,Maldives,927,190,886,219,62,120,37,273,498,2022
198,Monaco,903,199,900,9,4,2,3,11,15,2022
199,Taiwan,900,142,1181,313,89,175,49,429,730,2022
200,Somalia,899,163,1086,127,14,97,16,68,331,2022
201,Seychelles,884,181,981,164,22,111,31,128,345,2022
202,Pakistan,870,149,1123,257,60,150,47,251,565,2022
203,Djibouti,864,176,872,102,8,86,8,68,377,2022
204,Bahamas,861,187,883,67,15,44,8,65,209,2022
205,Cambodia,845,157,1064,282,62,182,38,314,750,2022
206,Bangladesh,844,181,983,291,76,152,63,263,532,2022
207,Cayman Islands,840,181,1018,109,20,67,22,105,269,2022
207,Saint Martin,840,186,989,61,21,34,6,83,151,2022
209,Mongolia,803,188,848,83,19,54,10,92,241,2022
210,San Marino,784,193,928,194,1,184,9,28,798,2022
211,Sint Maarten,780,185,912,51,13,29,9,72,139,2022
212,Chagos Islands,776,211,788,3,0,2,1,4,10,2022
213,Tuvalu,738,203,745,31,7,20,4,39,175,2022
214,Turks & Caicos,730,209,779,39,8,29,2,39,164,2022
215,St Barthélemy,715,217,702,8,3,4,1,18,25,2022
216,Guam,705,205,694,120,27,81,12,145,563,2022
217,Wallis and Futuna,701,199,700,24,5,19,0,23,109,2022
218,Macao,698,169,971,152,24,112,16,137,465,2022
219,Vatican,692,216,697,5,0,3,2,1,6,2022
220,Cook Islands,683,204,683,48,11,33,4,44,249,2022
221,Samoa,678,210,655,64,18,42,4,86,246,2022
222,St Pierre/Miquel,677,222,679,7,0,7,0,2,78,2022
223,Sri Lanka,675,177,914,257,47,167,43,246,674,2022
224,US Virgin Isl,662,216,695,64,8,48,8,33,262,2022
225,Laos,653,183,905,212,40,142,30,215,681,2022
226,Tibet,630,206,668,10,0,9,1,8,38,2022
227,East Timor,623,224,624,75,8,60,7,71,241,2022
228,Anguilla,621,221,556,87,10,69,8,52,342,2022
229,Br Virgin Islands,616,204,802,114,19,78,17,102,362,2022
230,Brunei,615,199,785,128,21,95,12,105,402,2022
231,Falkland Islands,580,226,587,3,0,3,0,0,21,2022
232,FS Micronesia,564,227,573,8,1,7,0,8,64,2022
233,Bhutan,563,216,599,93,8,79,6,54,360,2022
234,Kiribati,545,216,581,11,0,10,1,7,126,2022
235,Tonga,528,210,662,62,14,42,6,70,242,2022
236,Niue,496,222,496,2,0,2,0,0,33,2022
237,Eastern Samoa,472,223,473,51,4,45,2,30,340,2022
238,N Marianas,404,229,523,28,3,23,2,33,121,2022
239,Palau,403,233,403,2,0,2,0,3,27,2022
